circuit_key,compound_code,season,compound_grip_peak,compound_wear_gradient,compound_optimal_temp_low,compound_optimal_temp_high,compound_cliff_onset_laps,compound_cliff_severity,fit_date,data_window,fit_method,git_sha,fit_timestamp,fit_source,n_stints,notes
russian_grand_prix,MEDIUM,2020,1.0,0.04,78,105,15.0,1.16,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
russian_grand_prix,MEDIUM,2021,1.0,0.2139,78,105,11.0,1.26,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
russian_grand_prix,SOFT,2018,1.03,0.07,82,108,33.0,0.59,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
russian_grand_prix,SOFT,2019,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
russian_grand_prix,SOFT,2020,1.03,0.07,82,108,38.0,0.44,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,40,insufficient season stints (5); used 40 cross-season stints
sakhir_grand_prix,HARD,2020,0.97,0.0183,76,108,50.0,0.55,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,13,fitted from 13 stints via cox_km_survival
sakhir_grand_prix,MEDIUM,2020,1.0,0.0872,78,105,15.0,0.83,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
sakhir_grand_prix,SOFT,2020,1.03,0.08,82,108,22.0,0.14,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
saudi_arabian_grand_prix,HARD,2021,0.97,0.022,76,108,27.0,0.71,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,13,fitted from 13 stints via cox_km_survival
saudi_arabian_grand_prix,MEDIUM,2021,1.0,0.255,78,105,27.0,0.95,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
saudi_arabian_grand_prix,SOFT,2021,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,2,insufficient data (2 stints); used class defaults
singapore_grand_prix,HARD,2019,0.97,0.2548,76,108,11.0,1.26,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
singapore_grand_prix,HARD,2023,0.97,0.022,76,108,22.0,1.07,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
singapore_grand_prix,HARD,2024,0.97,0.1093,76,108,19.0,0.61,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
singapore_grand_prix,INTERMEDIATE,2022,0.98,0.055,15,50,25.0,0.88,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
singapore_grand_prix,MEDIUM,2019,1.0,0.04,78,105,29.0,1.24,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,13,fitted from 13 stints via cox_km_survival
singapore_grand_prix,MEDIUM,2022,1.0,0.04,78,105,33.0,1.03,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,10,fitted from 10 stints via cox_km_survival
singapore_grand_prix,MEDIUM,2023,1.0,0.2346,78,105,31.0,1.24,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
singapore_grand_prix,MEDIUM,2024,1.0,0.0329,78,105,27.0,0.78,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
singapore_grand_prix,SOFT,2018,1.03,0.07,82,108,16.0,1.09,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
singapore_grand_prix,SOFT,2019,1.03,0.0531,82,108,17.2,1.06,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
singapore_grand_prix,SOFT,2022,1.03,0.07,82,108,21.0,1.14,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,39,insufficient season stints (6); used 39 cross-season stints
singapore_grand_prix,SOFT,2023,1.03,0.07,82,108,21.0,1.14,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,39,insufficient season stints (3); used 39 cross-season stints
singapore_grand_prix,SOFT,2024,1.03,0.07,82,108,21.0,1.14,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,39,insufficient season stints (6); used 39 cross-season stints
spanish_grand_prix,HARD,2024,0.97,0.0709,76,108,22.0,0.66,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,13,fitted from 13 stints via cox_km_survival
spanish_grand_prix,MEDIUM,2024,1.0,0.0884,78,105,14.5,0.8,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
spanish_grand_prix,SOFT,2024,1.03,0.1912,82,108,10.5,0.89,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,30,fitted from 30 stints via cox_km_survival
são_paulo_grand_prix,HARD,2021,0.97,0.0617,76,108,24.0,0.82,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,29,fitted from 29 stints via cox_km_survival
são_paulo_grand_prix,HARD,2022,0.97,0.0551,76,108,24.0,0.82,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,30,insufficient season stints (1); used 30 cross-season stints
são_paulo_grand_prix,INTERMEDIATE,2024,0.98,0.055,15,50,27.0,0.91,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,34,fitted from 34 stints via cox_km_survival
são_paulo_grand_prix,MEDIUM,2021,1.0,0.1224,78,105,30.0,0.41,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,40,fitted from 40 stints via cox_km_survival
são_paulo_grand_prix,MEDIUM,2022,1.0,0.049,78,105,21.0,0.65,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,29,fitted from 29 stints via cox_km_survival
são_paulo_grand_prix,MEDIUM,2023,1.0,0.0395,78,105,17.5,0.81,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
são_paulo_grand_prix,SOFT,2021,1.03,0.0774,82,108,14.0,0.65,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,64,insufficient season stints (0); used 64 cross-season stints
são_paulo_grand_prix,SOFT,2022,1.03,0.13,82,108,13.0,0.55,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,29,fitted from 29 stints via cox_km_survival
são_paulo_grand_prix,SOFT,2023,1.03,0.0695,82,108,16.2,0.74,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,35,fitted from 35 stints via cox_km_survival
são_paulo_grand_prix,WET,2024,0.95,0.08,10,40,20.0,1.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,0,insufficient data (0 stints); used class defaults
turkish_grand_prix,INTERMEDIATE,2020,0.98,0.2621,15,50,20.0,0.82,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,36,fitted from 36 stints via cox_km_survival
turkish_grand_prix,INTERMEDIATE,2021,0.98,0.055,15,50,24.0,1.01,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,39,fitted from 39 stints via cox_km_survival
turkish_grand_prix,WET,2020,0.95,0.08,10,40,20.0,1.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
united_states_grand_prix,HARD,2019,0.97,0.0734,76,108,24.0,1.32,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
united_states_grand_prix,HARD,2021,0.97,0.0646,76,108,18.0,0.77,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,30,fitted from 30 stints via cox_km_survival
united_states_grand_prix,HARD,2022,0.97,0.048,76,108,32.0,0.57,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,27,fitted from 27 stints via cox_km_survival
united_states_grand_prix,HARD,2023,0.97,0.0694,76,108,19.0,0.67,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
united_states_grand_prix,HARD,2024,0.97,0.022,76,108,29.0,1.08,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
united_states_grand_prix,MEDIUM,2019,1.0,0.0863,78,105,17.0,0.91,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
united_states_grand_prix,MEDIUM,2021,1.0,0.053,78,105,15.0,0.81,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,26,fitted from 26 stints via cox_km_survival
united_states_grand_prix,MEDIUM,2022,1.0,0.0774,78,105,30.0,0.63,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,25,fitted from 25 stints via cox_km_survival
united_states_grand_prix,MEDIUM,2023,1.0,0.0364,78,105,23.0,0.57,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,33,fitted from 33 stints via cox_km_survival
united_states_grand_prix,MEDIUM,2024,1.0,0.0283,78,105,33.0,0.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
united_states_grand_prix,SOFT,2018,1.03,0.0612,82,108,29.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
united_states_grand_prix,SOFT,2019,1.03,0.1233,82,108,13.0,0.92,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
united_states_grand_prix,SOFT,2021,1.03,0.1231,82,108,22.0,1.11,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,37,insufficient season stints (2); used 37 cross-season stints
united_states_grand_prix,SOFT,2022,1.03,0.1231,82,108,22.0,1.11,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,37,insufficient season stints (0); used 37 cross-season stints
united_states_grand_prix,SOFT,2023,1.03,0.1231,82,108,22.0,1.11,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,37,insufficient season stints (1); used 37 cross-season stints
united_states_grand_prix,SOFT,2024,1.03,0.1231,82,108,22.0,1.11,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,37,insufficient season stints (1); used 37 cross-season stints
