circuit_key,compound_code,season,compound_grip_peak,compound_wear_gradient,compound_optimal_temp_low,compound_optimal_temp_high,compound_cliff_onset_laps,compound_cliff_severity,fit_date,data_window,fit_method,git_sha,fit_timestamp,fit_source,n_stints,notes
british_grand_prix,HARD,2024,0.97,0.0767,76,108,24.0,0.84,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,60,insufficient season stints (3); used 60 cross-season stints
british_grand_prix,INTERMEDIATE,2024,0.98,0.055,15,50,5.0,1.26,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,22,fitted from 22 stints via cox_km_survival
british_grand_prix,MEDIUM,2018,1.0,0.04,78,105,33.0,0.75,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
british_grand_prix,MEDIUM,2019,1.0,0.1725,78,105,15.0,0.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
british_grand_prix,MEDIUM,2021,1.0,0.0765,78,105,33.0,0.92,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
british_grand_prix,MEDIUM,2022,1.0,0.0361,78,105,33.0,0.72,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
british_grand_prix,MEDIUM,2023,1.0,0.04,78,105,33.0,0.47,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
british_grand_prix,MEDIUM,2024,1.0,0.2165,78,105,17.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
british_grand_prix,SOFT,2018,1.03,0.0816,82,108,22.0,0.56,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,25,fitted from 25 stints via cox_km_survival
british_grand_prix,SOFT,2019,1.03,0.07,82,108,18.0,0.52,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,11,fitted from 11 stints via cox_km_survival
british_grand_prix,SOFT,2021,1.03,0.1172,82,108,15.2,0.91,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,82,insufficient season stints (1); used 82 cross-season stints
british_grand_prix,SOFT,2022,1.03,0.0609,82,108,22.0,1.14,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
british_grand_prix,SOFT,2023,1.03,0.0671,82,108,22.0,0.56,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
british_grand_prix,SOFT,2024,1.03,0.1393,82,108,12.0,1.02,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
dutch_grand_prix,HARD,2021,0.97,0.1649,76,108,11.0,0.97,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
dutch_grand_prix,HARD,2022,0.97,0.1684,76,108,9.0,1.37,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
dutch_grand_prix,HARD,2023,0.97,0.0569,76,108,23.0,0.87,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,52,insufficient season stints (1); used 52 cross-season stints
dutch_grand_prix,HARD,2024,0.97,0.0357,76,108,28.0,0.74,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
dutch_grand_prix,INTERMEDIATE,2023,0.98,0.2918,15,50,12.5,0.7,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,32,fitted from 32 stints via cox_km_survival
dutch_grand_prix,MEDIUM,2021,1.0,0.1667,78,105,18.0,0.46,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
dutch_grand_prix,MEDIUM,2022,1.0,0.0454,78,105,28.0,0.67,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,25,fitted from 25 stints via cox_km_survival
dutch_grand_prix,MEDIUM,2023,1.0,0.0376,78,105,33.0,0.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,8,fitted from 8 stints via cox_km_survival
dutch_grand_prix,MEDIUM,2024,1.0,0.0858,78,105,16.8,0.96,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
dutch_grand_prix,SOFT,2021,1.03,0.0507,82,108,35.0,0.58,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
dutch_grand_prix,SOFT,2022,1.03,0.0737,82,108,16.5,0.98,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,38,fitted from 38 stints via cox_km_survival
dutch_grand_prix,SOFT,2023,1.03,0.1753,82,108,12.8,0.9,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,33,fitted from 33 stints via cox_km_survival
dutch_grand_prix,SOFT,2024,1.03,0.0832,82,108,16.0,0.86,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,92,insufficient season stints (6); used 92 cross-season stints
eifel_grand_prix,HARD,2020,0.97,0.022,76,108,50.0,1.2,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,4,insufficient data (4 stints); used class defaults
eifel_grand_prix,MEDIUM,2020,1.0,0.1017,78,105,20.0,0.78,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
eifel_grand_prix,SOFT,2020,1.03,0.1316,82,108,28.0,0.72,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,26,fitted from 26 stints via cox_km_survival
emilia_romagna_grand_prix,HARD,2020,0.97,0.0186,76,108,23.2,0.22,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
emilia_romagna_grand_prix,MEDIUM,2020,1.0,0.04,78,105,48.0,1.4,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
emilia_romagna_grand_prix,SOFT,2020,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
french_grand_prix,HARD,2022,0.97,0.112,76,108,34.0,0.59,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
french_grand_prix,MEDIUM,2022,1.0,0.0597,78,105,33.0,0.72,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
german_grand_prix,INTERMEDIATE,2018,0.98,0.055,15,50,17.0,1.31,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,37,insufficient season stints (0); used 37 cross-season stints
german_grand_prix,INTERMEDIATE,2019,0.98,0.055,15,50,17.0,1.31,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,37,fitted from 37 stints via cox_km_survival
german_grand_prix,MEDIUM,2018,1.0,0.04,78,105,33.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,9,fitted from 9 stints via cox_km_survival
german_grand_prix,SOFT,2018,1.03,0.2748,82,108,31.0,1.26,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
german_grand_prix,SOFT,2019,1.03,0.2243,82,108,22.0,1.01,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
german_grand_prix,WET,2018,0.95,0.08,10,40,20.0,1.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,0,insufficient data (0 stints); used class defaults
german_grand_prix,WET,2019,0.95,0.08,10,40,20.0,1.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,1,insufficient data (1 stints); used class defaults
hungarian_grand_prix,HARD,2019,0.97,0.2203,76,108,10.0,0.82,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
hungarian_grand_prix,HARD,2021,0.97,0.1061,76,108,14.0,0.77,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
hungarian_grand_prix,HARD,2022,0.97,0.1169,76,108,50.0,0.99,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,9,fitted from 9 stints via cox_km_survival
hungarian_grand_prix,HARD,2023,0.97,0.0525,76,108,31.0,0.73,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,28,fitted from 28 stints via cox_km_survival
hungarian_grand_prix,HARD,2024,0.97,0.0998,76,108,16.0,1.08,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,30,fitted from 30 stints via cox_km_survival
hungarian_grand_prix,MEDIUM,2018,1.0,0.0366,78,105,33.0,0.65,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,8,fitted from 8 stints via cox_km_survival
hungarian_grand_prix,MEDIUM,2019,1.0,0.0408,78,105,28.0,0.73,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
hungarian_grand_prix,MEDIUM,2021,1.0,0.0779,78,105,33.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
hungarian_grand_prix,MEDIUM,2022,1.0,0.0762,78,105,19.0,0.91,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,30,fitted from 30 stints via cox_km_survival
hungarian_grand_prix,MEDIUM,2023,1.0,0.0835,78,105,20.2,0.76,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
hungarian_grand_prix,MEDIUM,2024,1.0,0.0622,78,105,17.0,0.81,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
hungarian_grand_prix,SOFT,2018,1.03,0.0344,82,108,22.0,0.76,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
hungarian_grand_prix,SOFT,2019,1.03,0.0731,82,108,22.0,1.08,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,9,fitted from 9 stints via cox_km_survival
hungarian_grand_prix,SOFT,2021,1.03,0.1297,82,108,18.0,1.01,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,55,insufficient season stints (1); used 55 cross-season stints
hungarian_grand_prix,SOFT,2022,1.03,0.1224,82,108,15.0,1.23,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
hungarian_grand_prix,SOFT,2023,1.03,0.1297,82,108,18.0,1.01,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,55,insufficient season stints (3); used 55 cross-season stints
hungarian_grand_prix,SOFT,2024,1.03,0.1297,82,108,18.0,1.01,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,55,insufficient season stints (6); used 55 cross-season stints
italian_grand_prix,HARD,2019,0.97,0.0277,76,108,24.0,0.65,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,80,insufficient season stints (5); used 80 cross-season stints
italian_grand_prix,HARD,2021,0.97,0.0231,76,108,50.0,0.53,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
italian_grand_prix,HARD,2022,0.97,0.022,76,108,26.0,0.56,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,10,fitted from 10 stints via cox_km_survival
italian_grand_prix,HARD,2023,0.97,0.0287,76,108,28.0,0.77,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
italian_grand_prix,HARD,2024,0.97,0.0512,76,108,19.0,0.7,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,30,fitted from 30 stints via cox_km_survival
italian_grand_prix,MEDIUM,2018,1.0,0.0552,78,105,19.0,0.67,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,101,insufficient season stints (1); used 101 cross-season stints
italian_grand_prix,MEDIUM,2019,1.0,0.04,78,105,19.0,0.98,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
italian_grand_prix,MEDIUM,2021,1.0,0.0392,78,105,20.5,0.61,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
italian_grand_prix,MEDIUM,2022,1.0,0.0236,78,105,33.0,0.19,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
italian_grand_prix,MEDIUM,2023,1.0,0.0621,78,105,22.0,0.74,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,25,fitted from 25 stints via cox_km_survival
italian_grand_prix,MEDIUM,2024,1.0,0.0492,78,105,18.0,0.48,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
italian_grand_prix,SOFT,2018,1.03,0.1847,82,108,10.0,0.74,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
italian_grand_prix,SOFT,2019,1.03,0.174,82,108,13.5,0.88,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
italian_grand_prix,SOFT,2021,1.03,0.2156,82,108,10.0,0.88,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,48,insufficient season stints (0); used 48 cross-season stints
italian_grand_prix,SOFT,2022,1.03,0.0336,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
italian_grand_prix,SOFT,2024,1.03,0.2156,82,108,10.0,0.88,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,48,insufficient season stints (0); used 48 cross-season stints
japanese_grand_prix,HARD,2019,0.97,0.0834,76,108,18.0,0.94,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,30,insufficient season stints (7); used 30 cross-season stints
japanese_grand_prix,HARD,2023,0.97,0.0976,76,108,17.0,0.87,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
japanese_grand_prix,INTERMEDIATE,2022,0.98,0.055,15,50,8.0,1.31,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,23,fitted from 23 stints via cox_km_survival
japanese_grand_prix,MEDIUM,2018,1.0,0.075,78,105,23.0,0.78,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
japanese_grand_prix,MEDIUM,2019,1.0,0.0591,78,105,23.0,0.98,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
japanese_grand_prix,MEDIUM,2023,1.0,0.1777,78,105,9.2,0.82,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
japanese_grand_prix,SOFT,2018,1.03,0.07,82,108,15.0,0.86,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,14,fitted from 14 stints via cox_km_survival
japanese_grand_prix,SOFT,2019,1.03,0.1142,82,108,25.0,0.9,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,22,fitted from 22 stints via cox_km_survival
japanese_grand_prix,SOFT,2023,1.03,0.0572,82,108,22.0,0.52,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,8,fitted from 8 stints via cox_km_survival
japanese_grand_prix,WET,2022,0.95,0.08,10,40,20.0,1.45,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,2,insufficient data (2 stints); used class defaults
las_vegas_grand_prix,HARD,2023,0.97,0.022,76,108,24.0,0.77,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,29,fitted from 29 stints via cox_km_survival
las_vegas_grand_prix,HARD,2024,0.97,0.103,76,108,20.0,0.94,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,36,fitted from 36 stints via cox_km_survival
las_vegas_grand_prix,MEDIUM,2023,1.0,0.154,78,105,33.0,0.96,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
las_vegas_grand_prix,MEDIUM,2024,1.0,0.1341,78,105,9.0,1.35,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
las_vegas_grand_prix,SOFT,2023,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,1,insufficient data (1 stints); used class defaults
las_vegas_grand_prix,SOFT,2024,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,1,insufficient data (1 stints); used class defaults
mexican_grand_prix,HARD,2019,0.97,0.0705,76,108,23.0,1.0,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
mexican_grand_prix,MEDIUM,2019,1.0,0.1226,78,105,26.0,0.98,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,22,fitted from 22 stints via cox_km_survival
mexican_grand_prix,SOFT,2019,1.03,0.07,82,108,22.0,1.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,compound_class_default,4,insufficient data (4 stints); used class defaults
mexico_city_grand_prix,HARD,2021,0.97,0.0405,76,108,22.0,0.58,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
mexico_city_grand_prix,HARD,2022,0.97,0.0733,76,108,32.0,0.59,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,66,insufficient season stints (7); used 66 cross-season stints
mexico_city_grand_prix,HARD,2023,0.97,0.1361,76,108,33.0,0.71,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
mexico_city_grand_prix,HARD,2024,0.97,0.0548,76,108,34.0,0.53,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,17,fitted from 17 stints via cox_km_survival
mexico_city_grand_prix,MEDIUM,2021,1.0,0.1853,78,105,11.0,0.46,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
mexico_city_grand_prix,MEDIUM,2022,1.0,0.0812,78,105,22.0,0.66,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
mexico_city_grand_prix,MEDIUM,2023,1.0,0.0316,78,105,33.0,0.69,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,24,fitted from 24 stints via cox_km_survival
mexico_city_grand_prix,MEDIUM,2024,1.0,0.0642,78,105,27.0,0.7,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,19,fitted from 19 stints via cox_km_survival
mexico_city_grand_prix,SOFT,2021,1.03,0.096,82,108,23.0,1.06,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,19,insufficient season stints (1); used 19 cross-season stints
mexico_city_grand_prix,SOFT,2022,1.03,0.0575,82,108,23.0,1.12,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,16,fitted from 16 stints via cox_km_survival
mexico_city_grand_prix,SOFT,2023,1.03,0.096,82,108,23.0,1.06,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,19,insufficient season stints (1); used 19 cross-season stints
mexico_city_grand_prix,SOFT,2024,1.03,0.096,82,108,23.0,1.06,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,19,insufficient season stints (1); used 19 cross-season stints
portuguese_grand_prix,HARD,2020,0.97,0.079,76,108,15.0,0.34,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
portuguese_grand_prix,MEDIUM,2020,1.0,0.04,78,105,37.0,0.49,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
portuguese_grand_prix,SOFT,2020,1.03,0.0427,82,108,15.0,0.49,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,12,fitted from 12 stints via cox_km_survival
qatar_grand_prix,HARD,2021,0.97,0.1062,76,108,18.5,0.51,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
qatar_grand_prix,HARD,2023,0.97,0.053,76,108,50.0,0.5,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,25,fitted from 25 stints via cox_km_survival
qatar_grand_prix,HARD,2024,0.97,0.1343,76,108,50.0,1.34,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,15,fitted from 15 stints via cox_km_survival
qatar_grand_prix,MEDIUM,2021,1.0,0.04,78,105,22.0,0.47,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,21,fitted from 21 stints via cox_km_survival
qatar_grand_prix,MEDIUM,2023,1.0,0.0978,78,105,12.0,0.58,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,40,fitted from 40 stints via cox_km_survival
qatar_grand_prix,MEDIUM,2024,1.0,0.04,78,105,33.0,1.4,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
qatar_grand_prix,SOFT,2021,1.03,0.2409,82,108,10.0,0.38,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,13,fitted from 13 stints via cox_km_survival
qatar_grand_prix,SOFT,2023,1.03,0.1277,82,108,14.0,0.79,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,18,insufficient season stints (2); used 18 cross-season stints
qatar_grand_prix,SOFT,2024,1.03,0.1277,82,108,14.0,0.79,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,18,insufficient season stints (3); used 18 cross-season stints
russian_grand_prix,HARD,2019,0.97,0.2144,76,108,32.0,1.02,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cross_season_fallback,40,insufficient season stints (2); used 40 cross-season stints
russian_grand_prix,HARD,2020,0.97,0.0439,76,108,43.0,0.6,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
russian_grand_prix,HARD,2021,0.97,0.2879,76,108,32.0,1.28,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,20,fitted from 20 stints via cox_km_survival
russian_grand_prix,INTERMEDIATE,2021,0.98,0.055,15,50,25.0,1.3,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,9,fitted from 9 stints via cox_km_survival
russian_grand_prix,MEDIUM,2019,1.0,0.04,78,105,33.0,0.83,2026-07-30,2018_to_2024,km_survival_v1,ac2d82f,2026-07-30T06:39:17Z,cox_km_survival,18,fitted from 18 stints via cox_km_survival
